population	plantID	Inflo	infloID	Numfl	posicionestig	Longestigma	styleexertion	herkoAbsol	posicionestilo	herkoRela	longcor	anchcor	longP	anchP
E	E24	RS	E24RS		AP	0	0	3.86	DE	-3.86	31.73	2.29	10.82	10.33
E	E24	RS	E24RS		E	1.53	1.53	1.31	DE	-1.31	32.55	2.62	12.45	9.21
E	E25	RS	E25RS	11	D	5.84	-5.84	10.82	DE	-10.82	33.7	2.58	14.98	8.5
E	E25	RS	E25RS		E	6.44	6.44	2.31	DE	-2.31	27.69	2.07	8.37	5.87
E	E25	RS	E25RS		E	0.35	0.35	3.13	DE	-3.13	23.71	2.11	8.84	5.44
E	E25	RS	E25RS		AP	0	0	3.1	DE	-3.1	26.57	1.73	8.08	8.35
E	E25	BL	E25BL	6	AP	0	0	3.37	DE	-3.37	33.86	2.21	10.59	7.64
E	E25	BL	E25BL		E	1.03	1.03	3.64	DE	-3.64	33.87	2.28	11.76	7.43
E	E25	BL	E25BL		E	1.75	1.75	2.98	DE	-2.98	35.55	2.35	12.7	7.72
E	E25	BL	E25BL		AP	0	0	3.37	DE	-3.37	35.3	2.34	12.84	8.82
E	E22	BL	E22BL	6	E	1.44	1.44	3.82	DE	-3.82	35.05	2.3	10.43	9
E	E22	BL	E22BL		E	3.59	3.59	2.34	DE	-2.34	35.9	2.43	13.36	7.12
E	E22	BL	E22BL		E	1.94	1.94	4.58	DE	-4.58	37.32	2.27	13.32	9.55
E	E22	BL	E22BL		E	1.93	1.93	3.02	DE	-3.02	34.86	2.88	13.25	8.11
E	E22	RS	E22RS	18	E	3.17	3.17	2.49	DE	-2.49	37.17	2.25	10.93	9.64
E	E22	RS	E22RS		E	1.28	1.28	6	DE	-6	35.09	2.13	13.03	6.9
E	E22	RS	E22RS		E	11.1	11.1	2.29	DE	-2.29	34.28	2.66	11.1	7.49
E	E22	RS	E22RS		E	4.84	4.84	3.23	DE	-3.23	34.85	2.42	14.12	7.68
E	E22	AM	E22AM	15	E	1.91	1.91	2.51	DE	-2.51	30.65	1.97	9.18	6.85
E	E22	AM	E22AM		E	2.35	2.35	2.64	DE	-2.64	33.48	2.26	11.97	9.04
E	E22	AM	E22AM		E	3	3	0.66	DE	-0.66	32.52	2.29	12.43	10.14
E	E22	AM	E22AM		D	0.73	-0.73	6.22	DE	-6.22	35.57	1.77	11.09	8.54
E	E22	AZ	E22AZ	12	E	3.2	3.2	3.68	DE	-3.68	35.04	2.46	14.44	9.5
E	E22	AZ	E22AZ		E	4.3	4.3	2.72	DE	-2.72	32.28	2.58	13.95	9.99
E	E22	AZ	E22AZ		E	1.43	1.43	4.61	DE	-4.61	37.23	2.4	13.88	10.53
E	E22	AZ	E22AZ		D	0.56	-0.56	6.93	DE	-6.93	31.73	2.18	12.34	10.7
E	E22	RJ	E22RJ	18	E	1.27	1.27	6.02	DE	-6.02	35.96	2.72	14.27	9.47
E	E22	RJ	E22RJ		AP	0	0	5.67	DE	-5.67	37.47	3.02	13.21	11.88
E	E22	RJ	E22RJ		AP	0	0	8.44	DE	-8.44	36.35	2.56	14.52	10.44
E	E22	RJ	E22RJ		AP	0.88	0.88	6.25	DE	-6.25	37.38	2.39	13.6	9
E	E21	AZ	E21AZ	10	E	2.06	2.06	4.31	DE	-4.31	35.59	2.52	12.45	11.28
E	E21	AZ	E21AZ		E	10.36	10.36	0.75	EE	0.75	31.1	2.23	10.07	9.5
E	E21	AZ	E21AZ		E	5.7	5.7	0	MA	0	37.21	2.84	12.1	11.22
E	E21	AZ	E21AZ		E	4	4	0	MA	0	33.29	2.59	13	10.71
E	E21	RJ	E21RJ	12	E	4.63	4.63	0	MA	0	29.81	2.22	12.5	10.53
E	E21	RJ	E21RJ		E	5.96	5.96	2.7	EE	2.7	21.67	2.02	10.28	6.79
E	E21	RJ	E21RJ		E	6.34	6.34	1.97	EE	1.97	28.75	2.33	11.3	9.99
E	E21	RJ	E21RJ		E	6.66	6.66	4.04	EE	4.04	16.48	1.99	7.57	6.3
E	E21	AM	E21AM	5	E	4.93	4.93	3.62	EE	3.62	28.46	2.21	9.05	5.72
E	E21	AM	E21AM		E	10.58	10.58	7.79	EE	7.79	27.06	2.03	10.27	4.87
E	E21	AM	E21AM		E	8.67	8.67	4.74	EE	4.74	32.27	2.57	11.19	6.46
E	E21	AM	E21AM		E	8.36	8.36	6.03	EE	6.03	29.4	2.12	9.06	8.71
E	E21	BL	E21BL	18	E	6.68	6.68	2.75	EE	2.75	32.32	2.43	9.8	9.56
E	E21	BL	E21BL		E	8.36	8.36	5.11	EE	5.11	36.62	2.78	10.52	7.86
E	E21	BL	E21BL		E	6.24	6.24	3.88	EE	3.88	38.36	2.5	11.27	9.21
E	E21	BL	E21BL		E	8.93	8.93	4.92	EE	4.92	31.53	2.31	10.63	6.74
E	E21	RS	E21RS	18	E	8.39	8.39	4.8	EE	4.8	26.4	2.01	8.16	6.6
E	E21	RS	E21RS		E	2.71	2.71	0	MA	0	28.68	2.31	8.41	10.92
E	E21	RS	E21RS		E	6.72	6.72	3.51	EE	3.51	28.12	1.98	8.82	9.8
E	E21	RS	E21RS		E	9.87	9.87	5.81	EE	5.81	26.16	1.74	10.31	8.32
E	E20	RS	E20RS	15	E	8.14	8.14	4.35	EE	4.35	9.1	1.13	4.18	5.85
E	E20	RS	E20RS		E	5.99	5.99	3.27	EE	3.27	10.02	1.09	6.17	5.18
E	E20	RS	E20RS		E	9.45	9.45	6.14	EE	6.14	13.88	1.38	5.84	3.47
E	E20	RS	E20RS		E	3.95	3.95	0	MA	0	13.32	1.76	6.74	6.44
E	E20	RJ	E20RJ	12	AP	0	0	7.48	DE	-7.48	23.97	1.88	10.8	7.38
E	E20	RJ	E20RJ		E	2.01	2.01	10.72	DE	-10.72	19.18	2.14	10.21	9.33
E	E20	RJ	E20RJ		E	3.61	3.61	2.85	DE	-2.85	24.94	1.94	11.97	8.25
E	E20	RJ	E20RJ		E	1.9	1.9	4.98	DE	-4.98	23.82	1.69	10.52	7.71
E	E20	AZ	E20AZ	10	E	7.49	7.49	2.01	EE	2.01	27.67	1.38	8.69	7.82
E	E20	AZ	E20AZ		E	10.71	10.71	5.14	EE	5.14	22.76	1.68	9.82	5.97
E	E20	AZ	E20AZ		E	8.78	8.78	2.48	EE	2.48	22.01	1.63	10.05	6.17
E	E20	AZ	E20AZ		E	8.76	8.76	3.62	EE	3.62	23.84	1.55	8.04	6.63
E	E20	BL	E20BL	16	E	9.32	9.32	6.66	EE	6.66	14.81	1.39	5.87	7.7
E	E20	BL	E20BL		E	8.46	8.46	6.14	EE	6.14	15.39	1.4	7.05	5.58
E	E20	BL	E20BL		E	0.87	0.87	4.2	EE	4.2	21.26	1.8	9.65	7.3
E	E20	BL	E20BL		E	11.38	11.38	7.91	EE	7.91	21.26	1.8	9.65	7.3
E	E20	AM	E20AM	12	E	6.32	6.32	2.63	EE	2.63	16.88	1.24	6.22	5.3
E	E20	AM	E20AM		E	8.83	8.83	3.74	EE	3.74	23.56	1.81	12.75	8.88
E	E20	AM	E20AM		E	6.64	6.64	4.99	EE	4.99	16.58	1.42	8.15	5.61
E	E20	AM	E20AM		E	8.74	8.74	5.83	EE	5.83	17.16	1.68	7.78	6.93
E	E15	RJ	E15RJ	12	AP	0	0	5.8	DE	-5.8	30.35	2.55	12.14	9.4
E	E15	RJ	E15RJ		E	3.02	3.02	2.75	DE	-2.75	30.06	2.72	12.47	10.95
E	E15	RJ	E15RJ		AP	0	0	5.71	DE	-5.71	33.8	2.89	10.52	9.88
E	E15	RJ	E15RJ		D	0.5	-0.5	6.15	DE	-6.15	34.89	3.16	12.59	10.17
E	E15	AZ	E15AZ	12	D	0.77	-0.77	5.3	DE	-5.3	32.3	2.1	10.92	8.95
E	E15	AZ	E15AZ		E	5.11	5.11	0	MA	0	31.48	2.12	9.64	9.12
E	E15	AZ	E15AZ		AP	0	0	3.57	DE	-3.57	32.12	2.39	10.18	7.65
E	E15	AZ	E15AZ		AP	0	0	4.99	DE	-4.99	32.73	2.38	9.52	7.41
E	E15	AM	E15AM	6	E	2.7	2.7	2.93	DE	-2.93	29.21	2.8	12.33	9.15
E	E15	AM	E15AM		E	5.09	5.09	0	MA	0	29.39	2.25	10.91	10.1
E	E15	AM	E15AM		E	3.05	3.05	0	MA	0	27.61	2.14	11.05	7.5
E	E15	AM	E15AM		E	3.27	3.27	0	MA	0	26.95	2.28	11.68	8.47
E	E15	BL	E15BL	12	E	4.24	4.24	0	MA	0	25.06	1.79	10.56	5.72
E	E15	BL	E15BL		AP	0	0	4.94	DE	-4.94	32.36	2.43	10.82	9.67
E	E15	BL	E15BL		E	1.93	1.93	3.61	DE	-3.61	31.65	2.35	11.57	7.38
E	E15	BL	E15BL		E	1.11	1.11	3.76	DE	-3.76	31.63	2.29	9.84	8.27
E	E15	RS	E15RS	6	E	2.4	2.4	3.26	DE	-3.26	26.25	1.35	11.61	6.9
E	E15	RS	E15RS		E	2.61	2.61	3.18	DE	-3.18	31.72	2.55	11.52	8.98
E	E15	RS	E15RS		E	6.2	6.2	0	MA	0	25.2	2.16	12.14	9.76
E	E15	RS	E15RS		E	5.16	5.16	0	MA	0	23.19	1.55	7.49	6.13
E	E14	RJ	E14RJ	6	E	4.58	4.58	1.99	DE	-1.99	26.94	2.24	10.7	6.84
E	E14	RJ	E14RJ		E	5.65	5.65	2.92	DE	-2.92	26.15	2.16	10.27	6.42
E	E14	RJ	E14RJ		E	5.1	5.1	1.63	DE	-1.63	29.39	2.33	10.82	8.02
E	E14	RJ	E14RJ		E	6.65	6.65	1.7	DE	-1.7	25.88	2.23	9.29	8.88
E	E14	AZ	E14AZ	12	E	2.88	2.88	5.12	DE	-5.12	29.34	2.49	13	9.75
E	E14	AZ	E14AZ		E	1.92	1.92	5.32	DE	-5.32	31.5	2.31	13.13	9.73
E	E14	AZ	E14AZ		E	2.62	2.62	5.14	DE	-5.14	27.23	2.2	12.16	10.25
E	E14	AZ	E14AZ		E	1.07	1.07	5.64	DE	-5.64	27.95	2.25	11.17	10.66
E	E14	AM	E14AM	12	E	2.57	2.57	6.69	DE	-6.69	27.48	2.06	13.76	9.37
E	E14	AM	E14AM		E	2.63	2.63	5.07	DE	-5.07	28.26	2.02	14.17	10.69
E	E14	AM	E14AM		E	3.68	3.68	3.2	DE	-3.2	27.49	1.93	10.96	11.82
E	E14	AM	E14AM		E	5.54	5.54	0	MA	0	21.86	2.05	11.44	8.14
E	E13	RJ	E13RJ	12	E	8.36	8.36	1.54	DE	-1.54	30.59	2.1	12.22	11.71
E	E13	RJ	E13RJ		E	10.7	10.7	0	MA	0	26.97	2	14.77	7.5
E	E13	RJ	E13RJ		E	4.68	4.68	0	MA	0	25.66	2.07	14.88	8.61
E	E13	RJ	E13RJ		E	12.66	12.66	2.32	EE	2.32	24.09	1.9	11.87	6.11
E	E13	AZ	E13AZ	12	E	11.47	11.47	4.22	EE	4.22	21.1	1.99	12.8	9.12
E	E13	AZ	E13AZ		E	5.79	5.79	3.68	EE	3.68	26.5	2.05	12.25	9.22
E	E13	AZ	E13AZ		E	9.3	9.3	4.46	EE	4.46	21.54	1.84	9.11	7.29
E	E13	AZ	E13AZ		E	9.8	9.8	6.66	EE	6.66	24.38	2.13	11.33	11.04
E	E13	AM	E13AM	6	E	8.62	8.62	5.52	EE	5.52	20.55	2.55	10.74	9.17
E	E13	AM	E13AM		E	11.29	11.29	0	MA	0	24.44	2.05	13.17	7.92
E	E13	AM	E13AM		E	10.67	10.67	4.56	EE	4.56	25.24	2.42	14.51	11.05
E	E13	AM	E13AM		E	9.39	9.39	4.27	EE	4.27	28.64	2.5	14.71	10.45
E	E13	BL	E13BL	10	E	10.11	10.11	4.42	EE	4.42	23.2	2.15	10.26	5.88
E	E13	BL	E13BL		E	8.71	8.71	2.52	EE	2.52	22.62	1.97	10	7.37
E	E13	BL	E13BL		E	12.53	12.53	5.88	EE	5.88	23.37	2	12.95	9.01
E	E13	BL	E13BL		E	10.63	10.63	5.81	EE	5.81	21.65	1.87	11.13	7.53
E	E13	RS	E13RS	12	E	9.68	9.68	1.64	EE	1.64	25.98	2.07	12.58	10.83
E	E13	RS	E13RS		E	10.69	10.69	1	EE	1	27.91	2.15	15.74	10.22
E	E13	RS	E13RS		E	10.92	10.92	1.46	EE	1.46	27.46	2.17	16.59	11.9
E	E13	RS	E13RS		E	9.68	9.68	2	EE	2	27.41	2.15	16.26	10.76
E	E6	AM	E6AM	12	D	0.83	-0.83	5.46	DE	-5.46	36.01	2.55	13.54	8.58
E	E6	AM	E6AM		AP	0	0	5.59	DE	-5.59	34.26	2.59	14.9	9.67
E	E6	AM	E6AM		D	0.61	-0.61	4.65	DE	-4.65	35.92	2.56	13.08	9.63
E	E6	AM	E6AM		D	1.71	-1.71	8.57	DE	-8.57	35.83	2.4	15.35	7.3
E	E6	BL	E6BL	12	E	1.04	1.04	4.31	DE	-4.31	35.34	2.72	13.51	7.93
E	E6	BL	E6BL		E	3.75	3.75	0	MA	0	29.39	2.37	12.48	6.71
E	E6	BL	E6BL		E	1.64	1.64	3.87	DE	-3.87	34.48	2.41	14.48	8.69
E	E6	BL	E6BL		E	1.1	1.1	2.74	DE	-2.74	33.77	2.54	12.96	7.39
E	E6	RS	E6RS	12	AP	0	0	5.22	DE	-5.22	33.34	1.25	10.96	7.85
E	E6	RS	E6RS		E	0.77	0.77	3.25	DE	-3.25	31.14	1.41	11	6.17
E	E6	RS	E6RS		E	1.04	1.04	2.5	DE	-2.5	28.21	1.47	8.75	6.57
E	E6	RS	E6RS		E	2.84	2.84	3.08	DE	-3.08	30.48	2.67	24.04	8.41
E	E4	AZ	E4AZ	17	E	3.74	3.74	0	MA	0	30.07	2.64	10.36	8.48
E	E4	AZ	E4AZ		E	3.88	3.88	1.14	DE	-1.14	31.14	2.27	10.88	11.2
E	E4	AZ	E4AZ		E	4.96	4.96	0	MA	0	31	2.74	10.8	10.43
E	E4	AZ	E4AZ		E	4.65	4.65	0	MA	0	30.5	2.32	10.85	10.28
E	E4	BL	E4BL	24	AP	0	0	4.46	DE	-4.46	24.77	2.36	8.33	8.88
E	E4	BL	E4BL		E	5.46	5.46	3.17	DE	-3.17	30.54	2.65	12.28	9.19
E	E4	BL	E4BL		E	3.66	3.66	0.48	DE	-0.48	24.43	2.24	10.08	8.38
E	E4	BL	E4BL		E	8.81	8.81	2.55	EE	2.55	26.36	1.32	6.84	7.08
E	E4	AM	E4AM	6	E	4.95	4.95	2.24	DE	-2.24	33.42	2.23	10.41	12.12
E	E4	AM	E4AM		E	2.62	2.62	3.8	DE	-3.8	34.86	2.82	13.04	10.32
E	E4	AM	E4AM		E	4.93	4.93	1.88	DE	-1.88	30.92	2.41	11.28	10.45
E	E4	AM	E4AM		D	4.62	-4.62	9.53	DE	-9.53	33.69	2.02	11.66	11.53
E	E4	RJ	E4RJ	24	E	4.18	4.18	0	MA	0	30.18	2.33	11.55	8.89
E	E4	RJ	E4RJ		E	4.37	4.37	0	MA	0	26.08	2.24	9.13	8.3
E	E4	RJ	E4RJ		E	3.33	3.33	0	MA	0	26.23	2	8.15	7.53
E	E4	RJ	E4RJ		E	2.65	2.65	3.66	DE	-3.66	29.11	2.21	10.96	9.67
E	E4	RS	E4RS	18	E	5.27	5.27	0	MA	0	30.57	2.04	8.63	7.25
E	E4	RS	E4RS		E	3.71	3.71	0	MA	0	28.06	1.76	11.97	8.52
E	E4	RS	E4RS		E	4.56	4.56	0	MA	0	32.6	2.18	11.53	12.26
E	E4	RS	E4RS		E	6.08	6.08	0	MA	0	32.58	2.2	11.19	8.04
E	E1	BL	E1BL	12	E	10.7	10.7	3.16	DE	-3.16	31.14	2.35	12.21	10.88
E	E1	BL	E1BL		E	2.55	2.55	4.36	DE	-4.36	31.95	2.75	12.13	9.86
E	E1	BL	E1BL		E	5.59	5.59	2.39	DE	-2.39	30.08	2.2	13.08	8.07
E	E1	BL	E1BL		E	4.34	4.34	0	MA	0	28.83	2.72	12.39	10.3
E	E56	RJ	E56RJ	16	E	2.82	2.82	0.94	DE	-0.94	35.75	2	11.39	9.71
E	E56	RJ	E56RJ		E	2.87	2.87	2.61	DE	-2.61	33.78	1.83	10.32	9.07
E	E56	RJ	E56RJ		E	3.16	3.16	2.05	DE	-2.05	33.45	1.7	11.39	9.88
E	E56	RJ	E56RJ		E	2.91	2.91	2.27	DE	-2.27	33.14	1.87	10.62	8.85
E	E56	AZ	E56AZ	9	E	1.49	1.49	2.15	DE	-2.15	30.65	1.86	9.21	8.41
E	E56	AZ	E56AZ		AP	0	0	5.36	DE	-5.36	25.94	1.89	7.87	8.95
E	E56	AZ	E56AZ		E	3.85	3.85	0	MA	0	28.4	1.89	8.85	6.94
E	E56	AZ	E56AZ		E	3.29	3.29	1.54	EE	1.54	21.84	1.22	8.5	6.79
E	E51	RJ	E51RJ	12	E	2.52	2.52	1.91	DE	-1.91	21.12	1.81	8.05	7.13
E	E51	RJ	E51RJ		E	4.9	4.9	0.42	EE	0.42	20.72	1.61	8.57	7.34
E	E51	RJ	E51RJ		E	3.64	3.64	0	MA	0	23.88	2.5	8.18	8.54
E	E51	RJ	E51RJ		E	4.01	4.01	0	MA	0	21.4	2.33	8.35	8.53
E	E51	AZ	E51AZ	6	E	3.87	3.87	0	MA	0	20.21	1.73	6.85	7.28
E	E51	AZ	E51AZ		E	4.06	4.06	0	MA	0	21.71	1.84	7.85	7.67
E	E51	AZ	E51AZ		E	3.01	3.01	0	MA	0	20.67	1.67	6.88	6.34
E	E51	AZ	E51AZ		E	2.07	2.07	1.54	DE	-1.54	19.29	1.55	7.3	6.38
E	E51	AM	E51AM	12	E	2.87	2.87	1.25	DE	-1.25	21.83	1.84	7.09	7.32
E	E51	AM	E51AM		E	3.97	3.97	0.92	DE	-0.92	25.22	2.1	8.26	7.45
E	E51	AM	E51AM		E	3.79	3.79	0.87	DE	-0.87	22.5	1.7	8.47	7.59
E	E51	AM	E51AM		E	3.24	3.24	1.45	DE	-1.45	23.08	1.66	7.92	6.89
E	E51	BL	E51BL	6	E	3.68	3.68	1.96	DE	-1.96	23.8	1.68	8.8	7.59
E	E51	BL	E51BL		E	2.88	2.88	2.07	DE	-2.07	24.57	1.6	9.5	7.89
E	E51	BL	E51BL		E	3.18	3.18	1.16	DE	-1.16	23.04	1.94	7.56	7.68
E	E51	BL	E51BL		E	3.69	3.69	0	MA	0	22.12	2.28	8.58	8.12
E	E51	RS	E51RS	12	E	4.45	4.45	0	MA	0	20.8	1.76	9.62	7.45
E	E51	RS	E51RS		E	4.36	4.36	0	MA	0	21.58	2.08	7.64	7.58
E	E51	RS	E51RS		E	4.46	4.46	0	MA	0	20.45	1.78	6.46	6.05
E	E51	RS	E51RS		E	4.69	4.69	0	MA	0	20.66	1.58	8.08	6.65
E	E47	RJ	E47RJ	12	E	4.73	4.73	1.59	DE	-1.59	25.82	1.85	11.18	8.77
E	E47	RJ	E47RJ		E	4.85	4.85	1.38	DE	-1.38	27.96	1.94	11.74	8.9
E	E47	RJ	E47RJ		E	5.21	5.21	0	MA	0	25.96	2.05	11.78	9.02
E	E47	RJ	E47RJ		E	3.61	3.61	2	DE	-2	24.25	1.98	10.61	8.15
E	E47	AZ	E47AZ	12	E	5.35	5.35	1.19	EE	1.19	23.7	1.76	11.73	9.09
E	E47	AZ	E47AZ		E	4.82	4.82	0	MA	0	22.79	1.95	10.2	8.04
E	E47	AZ	E47AZ		E	7.37	7.37	0	MA	0	23.67	2.22	10.63	9.82
E	E47	AZ	E47AZ		E	5.88	5.88	0	MA	0	23.03	1.83	11.44	8.89
E	E47	AM	E47AM	12	E	6.35	6.35	2.55	EE	2.55	25.86	2.33	12.25	8.72
E	E47	AM	E47AM		E	8.1	8.1	2.26	EE	2.26	27.18	2.23	12.58	10.43
E	E47	AM	E47AM		E	5.92	5.92	1.85	EE	1.85	27.67	2.15	10.03	9.55
E	E47	AM	E47AM		E	5.83	5.83	2.41	EE	2.41	28.04	2.09	11.23	9.72
E	E47	RS	E47RS	18	E	6.43	6.43	1.62	EE	1.62	24.77	2.12	11.52	9.08
E	E47	RS	E47RS		E	6.27	6.27	1.93	EE	1.93	24.48	2.32	10.37	8.94
E	E47	RS	E47RS		E	5.62	5.62	0	MA	0	26.99	2.16	11.35	9.21
E	E47	RS	E47RS		E	6.82	6.82	1.89	EE	1.89	25.49	2.83	10.53	8.9
E	E47bis	RJ	E47bisRJ	12	E	2.88	2.88	1.4	DE	-1.4	29.16	2.16	12.83	9.86
E	E47bis	RJ	E47bisRJ		E	2.83	2.83	0.93	DE	-0.93	31.77	1.96	13.2	9.92
E	E47bis	RJ	E47bisRJ		E	2.87	2.87	2.1	DE	-2.1	33.09	2.78	11.95	10.11
E	E47bis	RJ	E47bisRJ		E	2.49	2.49	2.91	DE	-2.91	30.99	2.95	12.64	9.79
E	E47bis	AZ	E47bisAZ	12	E	4.71	4.71	0	MA	0	27.51	2.2	11.88	9.86
E	E47bis	AZ	E47bisAZ		E	5.01	5.01	0	MA	0	27.33	2.26	11.71	9.84
E	E47bis	AZ	E47bisAZ		E	5.34	5.34	0	MA	0	28.01	2.05	11.11	10.13
E	E47bis	AZ	E47bisAZ		E	4.08	4.08	0	MA	0	29.75	2.2	11.97	9.36
E	E47bis	AM	E47bisAM	12	E	2.45	2.45	1.65	DE	-1.65	26.84	2.2	11.96	8.9
E	E47bis	AM	E47bisAM		E	1.64	1.64	1.03	DE	-1.03	28.95	1.89	11.1	8.94
E	E47bis	AM	E47bisAM		D	2.64	-2.64	5.1	DE	-5.1	29.22	2.44	12.6	9.19
E	E47bis	AM	E47bisAM		E	2.79	2.79	2.16	DE	-2.16	29.22	2.44	12.6	9.19
E	E47bis	BL	E47bisBL	12	AP	0	0	4.84	DE	-4.84	28.42	2.13	11.99	8.57
E	E47bis	BL	E47bisBL		E	2.97	2.97	2.04	DE	-2.04	30.36	2.4	10.82	9.02
E	E47bis	BL	E47bisBL		E	5.75	5.75	0	MA	0	29.58	2.16	11.75	9.19
E	E47bis	BL	E47bisBL		E	4.44	4.44	0	MA	0	31.31	2.32	11.25	9.13
E	E47bis	RS	E47bisRS	18	E	4.32	4.32	0	MA	0	28.18	1.82	10.79	7.77
E	E47bis	RS	E47bisRS		E	4.02	4.02	0	MA	0	29.04	2.11	10.99	7.88
E	E47bis	RS	E47bisRS		E	2.05	2.05	0	MA	0	27.41	1.91	10.12	7.98
E	E47bis	RS	E47bisRS		E	4	4	0	MA	0	28.93	1.69	12.25	8.86
E	E46	RJ	E46RJ	18	E	3.3	3.3	3.2	DE	-3.2	30.13	2.14	10.91	8.49
E	E46	RJ	E46RJ		E	0.49	0.49	4.33	DE	-4.33	33.86	2.48	10.37	9.28
E	E46	RJ	E46RJ		E	1.77	1.77	3.37	DE	-3.37	33.26	1.98	12.15	8.93
E	E46	RJ	E46RJ		AP	0	0	5.84	DE	-5.84	30.45	2.17	10.93	8.41
E	E46	AZ	E46AZ	12	E	0.44	0.44	4.46	DE	-4.46	33.22	1.65	11.56	9.16
E	E46	AZ	E46AZ		E	0.82	0.82	5.64	DE	-5.64	33.65	2.18	9.44	7.96
E	E46	AZ	E46AZ		E	1.93	1.93	3.79	DE	-3.79	33.05	2.22	10.22	7.97
E	E46	AZ	E46AZ		AP	0	0	5.99	DE	-5.99	30.63	1.37	12.19	7.58
E	E46	AM	E46AM	12	AP	0	0	4.53	DE	-4.53	33.34	2.06	11.77	7.36
E	E46	AM	E46AM		E	2.14	2.14	4.8	DE	-4.8	31.91	1.64	10.86	7.4
E	E46	AM	E46AM		E	2.16	2.16	2.21	DE	-2.21	29.54	2.28	8.94	7.47
E	E46	AM	E46AM		AP	0	0	0.22	DE	-0.22	31.07	1.96	9.31	7.71
E	E46	BL	E46BL	12	AP	0	0	5.31	DE	-5.31	33.17	2.48	10.77	7.51
E	E46	BL	E46BL		D	0.66	-0.66	5.25	DE	-5.25	34.86	1.8	10.62	8.14
E	E46	BL	E46BL		E	2.68	2.68	2.62	DE	-2.62	29.69	1.99	10.23	7.77
E	E46	BL	E46BL		E	3.83	3.83	1.59	DE	-1.59	28.94	1.71	10.7	7.77
E	E46	RS	E46RS	18	AP	0	0	6.12	DE	-6.12	32.98	1.99	11.65	8
E	E46	RS	E46RS		E	1	1	6.86	DE	-6.86	34.01	2.16	12.13	8.76
E	E46	RS	E46RS		E	0.63	0.63	5.3	DE	-5.3	34.95	2.24	11.86	8.21
E	E46	RS	E46RS		E	0.83	0.83	3.82	DE	-3.82	33.83	2.08	12.28	8.27
E	E45	RJ	E45RJ	18	E	5	5	0.98	DE	-0.98	31.92	2.5	14.21	10.21
E	E45	RJ	E45RJ		E	5.12	5.12	1.7	DE	-1.7	30.57	2.27	13.22	7.27
E	E45	RJ	E45RJ		E	7.15	7.15	0	MA	0	28.19	2.14	13.08	6.47
E	E45	RJ	E45RJ		E	6.5	6.5	0	MA	0	26.97	2.14	12.64	8.79
E	E45	AZ	E45AZ	18	E	6.38	6.38	0	MA	0	30.49	2.3	14.72	6.57
E	E45	AZ	E45AZ		E	7.8	7.8	0	MA	0	24.39	3.54	10.43	8.7
E	E45	AZ	E45AZ		E	8.84	8.84	2	EE	2	29.91	2.22	14.72	9.66
E	E45	AZ	E45AZ		E	6.86	6.86	0	MA	0	28.04	2.28	11.82	7.48
E	E45	AM	E45AM	16	E	4.66	4.66	1.24	EE	1.24	25.69	1.45	8.22	6.97
E	E45	AM	E45AM		E	6.46	6.46	0	MA	0	28.61	2.44	13.1	7.66
E	E45	AM	E45AM		E	7.01	7.01	0.76	EE	0.76	22.23	2.52	9.79	6.94
E	E45	AM	E45AM		E	9.31	9.31	2.58	EE	2.58	26.95	2	11.24	9.67
E	E45	BL	E45BL	18	E	7.17	7.17	1.44	EE	1.44	29.55	2.27	12.12	8.42
E	E45	BL	E45BL		E	7.84	7.84	2.14	EE	2.14	28.36	2.74	12.51	8.07
E	E45	BL	E45BL		E	7.6	7.6	2.25	EE	2.25	29.39	2.27	13.67	7.46
E	E45	BL	E45BL		E	8.31	8.31	5.53	EE	5.53	24.7	2.15	10.64	10.94
E	E45	RS	E45RS	18	E	9.07	9.07	4.68	EE	4.68	29.26	2.39	12.23	8.62
E	E45	RS	E45RS		E	9.07	9.07	4.34	EE	4.34	26.89	2.19	12.64	8.62
E	E45	RS	E45RS		E	10.09	10.09	4.4	EE	4.4	27.09	2.65	13.18	8.92
E	E45	RS	E45RS		E	10.29	10.29	4.61	EE	4.61	21.34	2.2	9.45	9.04
E	E44	RJ	E44RJ	12	E	8.5	8.5	3.78	EE	3.78	23.09	1.86	9	7.43
E	E44	RJ	E44RJ		E	6.59	6.59	0	MA	0	26.08	1.7	10.5	9.18
E	E44	RJ	E44RJ		E	7.15	7.15	2.35	EE	2.35	25.14	1.85	12.49	9.17
E	E44	RJ	E44RJ		E	5.25	5.25	1.64	EE	1.64	24.05	1.89	9.18	8.23
E	E44	AZ	E44AZ	6	E	5.18	5.18	0	MA	0	29.38	1.79	10.41	7.48
E	E44	AZ	E44AZ		E	5.69	5.69	0	MA	0	25.15	2.39	9.24	8.41
E	E44	AZ	E44AZ		E	1.09	1.09	4.14	DE	-4.14	25.71	2.02	8.87	8.54
E	E44	AZ	E44AZ		E	7.29	7.29	0	MA	0	25.81	1.97	9.89	7.3
E	E44	AM	E44AM	6	E	5.97	5.97	0	MA	0	25.66	1.53	11.68	9.45
E	E44	AM	E44AM		E	5.67	5.67	0	MA	0	27.51	1.99	12.79	9.12
E	E44	AM	E44AM		E	5.82	5.82	0	MA	0	27.59	2.35	10.65	7.94
E	E44	AM	E44AM		E	5.65	5.65	0	MA	0	27.63	2.12	11.81	9.14
E	E44	BL	E44BL	6	E	5.14	5.14	0	MA	0	25.6	1.92	7.81	8.57
