population	plantID	Inflo	infloID	Numfl	posicionestig	Longestigma	styleexertion	herkoAbsol	posicionestilo	herkoRela	longcor	anchcor	longP	anchP
B	B65	RS	B65RS		E	2.49	2.49	3.58	DE	-3.58	27.05	2.17	10.81	11.12
B	B65	BL	B65BL	12	E	2.93	2.93	3.53	DE	-3.53	26.3	2.08	11.27	11.7
B	B65	BL	B65BL		E	4.96	4.96	2.03	DE	-2.03	26.02	1.76	10.11	9.78
B	B65	BL	B65BL		E	3.89	3.89	4.74	DE	-4.74	28.18	1.63	12.32	9.09
B	B65	AZ	B65AZ	6	E	0.99	0.99	2.56	DE	-2.56	26.02	1.8	10.53	8.04
B	B65	AZ	B65AZ		E	4.37	4.37	3.34	DE	-3.34	26.61	1.76	11.68	9.59
B	B65	AZ	B65AZ		E	1.16	1.16	2.95	DE	-2.95	26.44	2.08	8.86	9.26
B	B65	AM	B65AM	18	E	6.86	6.86	2.2	DE	-2.2	27.35	2.08	12.78	6.74
B	B65	AM	B65AM		E	3.5	3.5	1.52	DE	-1.52	29.24	1.67	11.22	7.35
B	B65	AM	B65AM		E	5.51	5.51	0	MA	0	22.33	1.72	10.1	6.38
B	B65	AM	B65AM		E	3.25	3.25	1.95	DE	-1.95	24.74	1.96	9.1	6.66
B	B65	RJ	B65RJ	29	E	3.22	3.22	1.54	EE	1.54	22.82	2.06	6.04	5.3
B	B65	RJ	B65RJ		E	4.27	4.27	0	MA	0	21.23	2.04	7.12	6.15
B	B65	RJ	B65RJ		E	2.82	2.82	1.65	EE	1.65	24.44	2.04	4.2	3.27
B	B65	RJ	B65RJ		E	6.32	6.32	0	MA	0	25.16	1.8	8.1	7.69
B	B66	AZ	B66AZ	12	E	1.38	1.38	0	MA	0	17	1.28	6.62	6.19
B	B66	AM	B66AM	18	E	1.56	1.56	2.06	DE	-2.06	18.01	1.89	7.25	5.97
B	B66	RJ	B66RJ	12	E	7.39	7.39	0	MA	0	19.77	1.75	8.32	7.01
B	B66	RJ	B66RJ		E	4.08	4.08	0	MA	0	17.68	1.05	6.34	4.13
B	B66	RJ	B66RJ		E	4.9	4.9	0	MA	0	18.15	1.71	4.82	5.8
B	B77	BL	B77BL	6	D	0.81	-0.81	4.48	DE	-4.48	25.82	1.7	11.84	10.74
B	B77	BL	B77BL		D	2.51	-2.51	0.08	DE	-0.08	28.38	2.46	11.9	8.82
B	B77	BL	B77BL		E	2.96	2.96	1.96	DE	-1.96	24.85	1.81	10.67	7.68
B	B77	BL	B77BL		D	1.04	-1.04	5.69	DE	-5.69	30.4	2.02	12.32	8.19
B	B77	RJ	B77RJ	6	D	1.75	-1.75	6.37	DE	-6.37	24.83	1.84	9.75	11.13
B	B77	RJ	B77RJ		AP	0	0	4.95	DE	-4.95	22.05	2.28	9.42	8.96
B	B77	RJ	B77RJ		AP	0	0	4.9	DE	-4.9	25.2	2.01	11.21	12.15
B	B77	RJ	B77RJ		D	1.89	-1.89	7.13	DE	-7.13	29.5	1.96	10.94	10.9
B	B77	RS	B77RS	12	D	0.68	-0.68	5.04	DE	-5.04	28.36	1.63	11.22	10.83
B	B77	RS	B77RS		D	0.76	-0.76	5.45	DE	-5.45	26.46	2.18	11.06	9.71
B	B77	RS	B77RS		D	1.16	-1.16	6.19	DE	-6.19	25.4	1.9	11.61	10.02
B	B77	RS	B77RS		AP	0	0	4.8	DE	-4.8	27.34	2.37	11.3	10.98
B	B77	AZ	B77AZ	18	E	2.26	2.26	4.29	DE	-4.29	22.37	1.93	8.3	5.26
B	B77	AZ	B77AZ		E	0.58	0.58	3.57	DE	-3.57	25.04	1.68	9.5	7.95
B	B77	AZ	B77AZ		AP	0	0	5.49	DE	-5.49	25.37	1.76	8.11	7.49
B	B77	AZ	B77AZ		AP	0	0	4.79	DE	-4.79	24.95	1.64	10.5	7.07
B	B77	AM	B77AM	6	D	3.63	-3.63	8.62	DE	-8.62	29.14	2.24	11.79	11.59
B	B77	AM	B77AM		D	3.2	-3.2	6.44	DE	-6.44	25.29	1.97	9.37	10.2
B	B77	AM	B77AM		D	2.92	-2.92	8.22	DE	-8.22	26.46	2.07	10.17	11.24
B	B77	AM	B77AM		D	3.87	-3.87	9.68	DE	-9.68	24.72	2.28	11.21	9.07
B	B76	RJ	B76RJ	12	E	6.12	6.12	1.7	DE	-1.7	30.36	2.49	17.11	12.27
B	B76	RJ	B76RJ		E	4.08	4.08	3.99	DE	-3.99	31.11	2.7	16.51	11.74
B	B76	RJ	B76RJ		E	3.48	3.48	3.16	DE	-3.16	30.73	2.04	16.68	11.26
B	B76	RJ	B76RJ		E	7.27	7.27	2.08	DE	-2.08	32	2.12	18.48	10.37
B	B76	BL	B76BL	6	E	5.22	5.22	1.08	DE	-1.08	30.22	2.14	14.21	8.21
B	B76	BL	B76BL		E	5.5	5.5	2.78	DE	-2.78	31.25	2.11	16.03	9.84
B	B8	AZ	B8AZ	5	AP	0	0	4.4	DE	-4.4	27.5	2.3	10.38	10.33
B	B8	AZ	B8AZ		AP	0	0	3.82	DE	-3.82	31.36	2.45	10.04	10.17
B	B8	AZ	B8AZ		AP	0	0	5.01	DE	-5.01	29.94	2.84	10.63	9.86
